filename,first_level3,second_level3,first_level2,second_level2,level3,level2
132143_forcadinho-np3_frame1059.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame1372.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
125355_forcadinho-np3_frame196.jpg,A3.1-A4.1,A5.1,A3,A5,A3.1,A3
113610_cam_survey_1_frame445.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
132143_forcadinho-np3_frame4187.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
105317_cam-np3_frame1611.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
125355_forcadinho-np3_frame205.jpg,A3.1-A4.1,A5.4,A3,A5,A3.1,A3
113610_cam_survey_1_frame1029.jpg,A3.7-A4.7,A3.1-A4.1,A3,A3,A3.1,A3
125355_forcadinho-np3_frame1092.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.1,A3
132143_forcadinho-np3_frame2924.jpg,A3.1-A4.1,A3.7-A4.7,A3,A3,A3.7,A3
132143_forcadinho-np3_frame82.jpg,A5.4,A3.1-A4.1,A5,A3,A4.1,A4
113610_cam_survey_1_frame515.jpg,A5.4,A3.1-A4.1,A5,A3,A3.7,A3
125355_forcadinho-np3_frame1715.jpg,A5.1,A5.4,A5,A5,A5.1,A5
